Overall Qual,Overall Cond,House Age,Restore Age,Full Bath,TotRms AbvGrd,Fireplaces,Garage Cars,Transformed Lot Frontage,Transformed Mas Vnr Area,Transformed BsmtFin SF 1,Transformed Bsmt Unf SF,Transformed Total Bsmt SF,Transformed Garage Area,Transformed Lot Area,Transformed 1st Flr SF,Transformed 2nd Flr SF,Transformed Gr Liv Area,Transformed Open Porch SF,MS SubClass_60,Mas Vnr Type_None,Foundation_CBlock,Foundation_PConc,Garage Type_Attchd,Garage Type_Detchd,Exter Qual_encoded,Bsmt Qual_encoded,Heating QC_encoded,Kitchen Qual_encoded,Fireplace Qu_encoded,Bsmt Exposure_encoded,BsmtFin Type 1_encoded,Garage Finish_encoded,Garage Age
6,5,66,66,1,6,2,2,4.39,6.07,6.6,6.24,7.13,6.09,9.21,7.37,0.0,7.37,3.37,0,0,1,0,1,0,3,3,5,3,4,1,3,1,69
4,5,69,69,1,5,0,1,4.11,0.0,0.0,6.73,6.73,5.58,9.03,6.73,6.23,7.2,0.0,0,1,1,0,1,0,3,3,3,3,0,1,1,1,69
5,7,73,73,1,4,0,1,4.11,0.0,5.83,6.27,6.76,5.77,9.3,6.97,0.0,6.97,0.0,0,1,1,0,0,1,3,3,3,2,0,1,4,1,73
5,6,70,70,1,5,0,1,4.79,0.0,6.48,5.78,6.88,5.72,9.3,6.88,0.0,6.88,0.0,0,1,1,0,1,0,3,3,3,3,0,1,3,1,70
5,5,67,67,1,5,0,1,4.26,0.0,6.28,6.12,6.9,5.58,9.52,6.9,0.0,6.9,0.0,0,1,1,0,1,0,3,3,3,3,0,3,3,1,67
5,7,72,18,1,5,0,1,4.23,0.0,6.6,5.79,6.96,5.51,8.98,6.96,0.0,6.96,3.97,0,1,1,0,0,1,3,3,3,4,0,1,6,1,72
4,7,105,31,1,4,0,2,4.19,0.0,0.0,6.36,6.36,6.52,8.97,6.89,0.0,6.89,0.0,0,1,0,0,0,1,3,3,4,3,0,1,1,1,36
5,7,70,18,1,5,1,1,4.11,0.0,0.0,0.0,0.0,5.97,8.88,6.72,0.0,6.72,0.0,0,1,0,0,0,1,3,0,5,3,1,0,0,1,58
5,7,71,22,1,6,0,2,4.45,4.65,5.77,6.0,6.99,6.2,9.23,6.99,0.0,6.99,0.0,0,0,1,0,1,0,3,3,4,3,0,1,5,1,36
5,7,69,25,1,4,0,1,4.32,0.0,5.52,6.11,6.84,5.73,8.68,6.84,0.0,6.84,0.0,0,1,1,0,1,0,3,3,5,3,0,1,4,3,69
6,5,77,75,1,6,1,1,4.37,0.0,0.0,6.82,6.82,5.8,9.77,6.82,6.3,7.29,0.0,0,1,1,0,1,0,3,3,3,3,4,1,1,1,77
6,5,45,45,0,4,0,2,4.17,0.0,6.96,0.0,6.96,6.36,8.85,6.96,0.0,6.96,4.04,0,1,1,0,0,1,3,3,4,3,0,1,6,1,45
5,7,66,19,1,7,1,2,4.39,0.0,4.29,6.6,6.97,6.36,9.19,7.16,0.0,7.16,2.89,0,1,1,0,0,1,3,3,5,4,4,1,5,3,28
7,7,58,18,2,11,1,2,4.57,5.71,0.0,6.57,6.57,6.34,9.33,7.55,6.99,8.0,0.0,0,0,1,0,0,0,4,4,5,4,4,1,1,3,64
6,8,77,21,1,5,0,1,4.11,0.0,6.18,5.09,6.71,5.64,9.0,6.71,6.01,7.11,0.0,0,1,1,0,0,1,3,3,3,3,0,1,5,1,75
5,7,66,31,1,6,0,1,4.33,0.0,5.83,0.0,7.13,5.72,8.92,7.13,0.0,7.13,0.0,0,1,1,0,1,0,3,3,5,4,0,1,2,2,66
5,4,73,73,2,6,0,2,4.28,0.0,6.23,6.0,6.81,6.58,9.05,6.81,6.17,7.23,0.0,0,1,1,0,0,1,3,3,2,3,0,1,3,1,25
5,7,74,25,1,5,0,2,4.11,0.0,5.46,5.2,6.8,6.36,8.88,6.8,0.0,6.8,3.5,0,1,1,0,0,1,3,3,3,4,0,2,4,1,20
6,6,63,63,1,5,0,2,4.48,5.57,0.0,7.02,7.02,6.09,9.21,7.02,0.0,7.02,0.0,0,0,1,0,1,0,3,3,3,3,0,1,1,1,63
5,6,65,65,1,6,0,2,4.41,0.0,6.38,5.47,7.07,6.18,8.94,7.07,0.0,7.07,0.0,0,1,1,0,0,1,3,3,5,3,0,1,3,2,65
6,7,62,41,1,7,1,2,4.39,5.39,6.58,6.03,7.24,6.09,9.19,7.24,0.0,7.24,0.0,0,0,1,0,1,0,3,3,3,3,3,4,4,2,62
6,5,59,59,1,7,1,2,4.26,5.86,0.0,6.63,6.63,6.09,8.95,6.96,6.67,7.52,4.83,1,0,1,0,1,0,3,3,3,3,3,1,1,1,59
4,5,125,71,1,9,2,1,4.11,6.65,3.89,6.5,6.57,5.48,8.48,7.05,6.53,7.52,0.0,0,0,0,1,0,0,3,3,3,3,4,1,5,1,125
4,7,115,21,1,7,0,0,4.03,0.0,0.0,6.36,6.36,0.0,9.08,6.68,5.86,7.04,5.08,0,1,0,0,0,0,3,3,4,3,0,1,1,0,0
5,7,105,75,1,5,1,0,4.04,0.0,6.36,5.88,6.84,0.0,8.41,6.84,0.0,6.84,0.0,0,1,0,1,0,0,3,3,3,3,4,1,4,0,0
5,6,98,75,1,5,1,2,4.04,0.0,0.0,6.92,6.92,5.89,9.1,6.94,0.0,6.94,0.0,0,1,1,0,0,1,3,3,4,3,4,1,1,1,98
5,7,68,68,1,6,0,2,4.25,0.0,5.62,0.0,7.21,6.31,8.67,7.21,0.0,7.21,0.0,0,1,1,0,0,1,3,3,4,4,0,2,4,1,68
3,6,110,75,2,8,0,1,4.11,0.0,0.0,6.73,6.73,5.94,8.66,6.73,6.64,7.38,0.0,0,1,1,0,0,1,4,2,4,3,0,1,1,1,110
4,6,80,75,1,4,0,1,3.87,0.0,0.0,6.62,6.62,5.4,8.44,6.62,0.0,6.62,0.0,0,1,1,0,1,0,3,3,3,3,0,1,1,1,80
5,7,85,33,1,4,2,1,4.11,5.69,6.24,5.63,6.67,5.48,8.88,6.69,0.0,6.69,0.0,0,0,1,0,1,0,3,3,3,4,4,1,4,1,85
5,7,96,24,1,6,0,2,3.93,0.0,5.46,0.0,6.83,6.18,8.61,6.83,0.0,7.18,0.0,0,1,0,0,0,1,3,3,3,3,0,1,2,1,51
6,7,87,25,1,6,0,1,3.93,0.0,0.0,6.72,6.72,5.48,8.84,6.72,6.05,7.13,0.0,0,1,0,1,0,1,3,4,4,2,0,1,1,1,87
5,7,77,16,1,7,1,1,4.25,0.0,6.66,5.51,6.94,5.48,9.38,6.94,6.41,7.4,4.62,0,1,0,0,0,1,3,3,5,4,4,1,4,1,77
5,6,105,63,1,6,0,1,4.11,0.0,5.18,6.73,6.92,5.76,9.02,6.97,5.23,7.13,0.0,0,1,0,0,0,1,3,3,3,3,0,1,3,1,63
2,2,102,55,1,5,1,2,4.23,0.0,0.0,6.52,6.52,6.66,9.18,6.73,0.0,6.73,0.0,0,1,0,0,0,1,3,2,3,3,4,1,1,1,97
6,8,97,22,1,5,0,2,4.11,0.0,0.0,6.44,6.44,6.18,9.05,6.58,0.0,6.58,0.0,0,1,0,0,0,1,3,3,4,3,0,1,1,1,20
8,9,125,22,2,7,0,1,4.11,0.0,0.0,6.84,6.84,5.67,9.17,6.84,6.46,7.36,5.43,0,1,0,0,0,1,4,3,3,4,0,1,1,1,95
5,6,110,75,2,7,0,1,4.11,0.0,6.53,0.0,6.53,6.03,9.29,6.87,6.53,7.41,0.0,0,1,0,1,0,1,3,2,3,3,0,1,2,1,64
8,9,135,23,3,7,0,2,3.93,0.0,0.0,5.85,5.85,6.44,9.11,7.05,7.01,7.73,4.69,0,1,0,0,0,1,4,2,5,4,0,1,1,1,22
5,3,115,75,2,12,0,0,4.62,0.0,0.0,6.73,6.73,0.0,9.11,7.03,7.03,7.72,2.94,0,1,0,0,0,0,3,3,2,2,0,2,1,0,0
6,7,68,29,1,6,0,2,4.51,0.0,6.4,5.75,6.82,6.83,8.91,7.12,0.0,7.12,5.07,0,1,1,0,1,0,3,3,3,3,0,1,6,1,68
4,7,115,75,1,6,0,2,4.11,0.0,0.0,6.43,6.43,6.27,8.95,6.61,6.43,7.22,0.0,0,1,1,0,0,1,3,2,4,3,0,1,1,1,59
4,6,140,75,2,11,0,2,4.11,0.0,0.0,6.66,6.66,6.33,9.34,7.13,6.95,7.74,0.0,0,1,0,1,0,1,3,3,4,3,0,1,1,1,54
6,7,103,31,1,6,0,2,4.11,0.0,5.65,6.12,6.61,6.44,9.26,6.77,6.4,7.29,0.0,0,1,1,0,0,1,3,2,5,3,0,1,3,1,55
5,6,75,28,1,7,0,1,3.99,0.0,6.67,5.3,6.9,5.9,8.67,6.94,6.37,7.39,0.0,0,1,1,0,0,1,3,3,5,3,0,1,3,1,75
7,7,103,20,1,8,1,1,4.03,0.0,6.16,6.45,7.01,5.76,8.96,7.06,6.81,7.63,0.0,0,1,0,0,0,1,3,4,3,4,4,1,4,1,97
4,7,100,75,1,4,0,1,3.93,0.0,5.24,6.36,6.64,5.3,8.52,6.64,0.0,6.64,0.0,0,1,0,0,0,1,3,3,3,4,0,1,3,1,99
6,7,86,75,1,5,0,1,3.93,0.0,6.12,4.98,6.41,5.48,8.7,6.41,6.26,7.03,0.0,0,1,0,0,0,1,3,3,3,3,0,1,4,1,86
6,6,85,75,1,6,2,2,3.93,0.0,5.58,5.73,6.35,6.36,8.7,6.74,5.86,7.09,0.0,0,1,1,0,0,1,3,3,5,3,4,1,2,1,52
5,6,83,75,1,7,2,1,3.99,5.71,5.89,5.76,6.73,5.48,8.76,6.86,6.21,7.28,0.0,0,0,1,0,0,1,3,3,3,4,2,1,3,1,83
6,7,77,75,1,6,0,1,3.93,0.0,5.71,6.18,6.66,5.75,8.7,6.66,6.46,7.26,0.0,0,1,1,0,0,1,3,3,3,3,0,1,3,1,77
5,7,89,45,1,5,0,2,3.97,0.0,5.62,5.53,6.27,6.44,8.74,6.31,6.2,6.95,0.0,0,1,1,0,0,1,3,3,4,3,0,1,3,3,46
5,5,95,75,2,7,1,2,3.97,0.0,6.11,6.18,6.83,6.18,8.74,6.83,6.41,7.34,2.4,0,1,0,0,0,1,3,3,3,3,4,1,2,1,95
6,5,102,75,1,5,1,1,3.95,0.0,6.87,5.11,7.03,5.67,8.72,6.97,0.0,6.97,0.0,0,1,0,0,0,1,3,2,3,3,4,1,5,1,102
7,6,104,75,2,9,0,2,3.93,0.0,0.0,6.36,6.36,6.18,9.24,6.81,6.7,7.44,2.48,0,1,0,0,0,1,3,3,4,3,0,1,1,1,35
4,5,110,75,1,9,1,2,4.06,0.0,0.0,6.79,6.79,6.35,9.0,6.79,6.98,7.58,0.0,0,1,1,0,0,1,3,3,5,3,3,1,1,1,110
6,8,113,16,1,7,0,0,4.11,0.0,0.0,6.66,6.66,0.0,9.47,6.66,6.66,7.35,0.0,0,1,0,1,0,0,4,3,5,4,0,1,1,0,0
6,8,105,32,1,6,0,1,3.97,0.0,0.0,6.5,6.5,5.2,8.03,6.5,6.5,7.19,0.0,0,1,0,0,0,1,3,3,5,3,0,1,1,1,105
5,5,62,62,1,5,0,2,4.71,0.0,4.65,0.0,6.71,6.25,9.04,6.71,0.0,6.71,0.0,0,1,1,0,0,0,2,4,3,3,0,4,2,1,62
4,5,95,75,2,7,0,0,4.26,0.0,0.0,0.0,0.0,0.0,8.63,5.92,6.58,7.0,0.0,0,1,0,0,0,0,2,0,2,2,0,0,0,0,0
5,9,125,29,2,8,1,2,4.34,0.0,0.0,5.89,5.89,6.51,8.94,6.94,6.66,7.5,0.0,0,1,0,0,0,1,3,4,4,4,1,1,1,1,26
7,7,85,75,2,10,2,1,4.39,0.0,0.0,6.94,6.94,5.86,10.09,7.1,7.09,7.78,0.0,0,1,1,0,1,0,3,3,5,3,3,2,1,1,85
5,5,66,66,2,8,2,1,4.62,4.51,6.64,6.49,7.26,5.9,9.63,7.42,0.0,7.42,4.89,0,0,1,0,1,0,3,4,4,3,4,1,3,1,66
5,3,108,75,1,6,0,1,4.29,0.0,0.0,6.54,6.54,5.2,9.27,6.59,6.21,7.11,0.0,0,1,0,0,0,1,3,4,4,1,0,1,1,1,108
5,4,110,75,1,6,0,0,4.11,0.0,6.93,5.23,7.1,0.0,9.2,7.1,5.2,7.24,0.0,0,1,0,0,0,0,2,3,3,3,0,1,3,0,0
6,5,85,75,1,5,0,1,4.19,0.0,5.91,5.45,6.4,5.45,8.7,6.4,5.77,6.82,0.0,0,1,1,0,0,1,3,2,5,3,0,1,2,1,85
4,1,118,75,1,7,0,0,4.11,0.0,4.3,6.45,6.56,0.0,8.77,6.85,6.85,7.54,0.0,0,1,1,0,0,0,3,3,3,3,0,1,3,0,0
5,7,115,75,2,7,1,2,4.11,0.0,6.6,4.8,6.75,6.11,8.71,6.84,6.61,7.43,4.98,0,1,0,0,0,1,3,3,4,3,4,2,2,1,115
5,8,150,29,1,6,0,0,4.01,0.0,0.0,6.66,6.66,0.0,8.76,6.66,5.48,6.93,0.0,0,1,1,0,0,0,3,3,4,3,0,1,1,0,0
4,3,58,58,2,8,0,0,4.29,4.29,6.56,7.03,7.51,0.0,9.28,7.51,0.0,7.51,4.08,0,0,1,0,0,0,2,3,3,3,0,1,5,0,0
4,5,57,57,2,8,0,0,4.29,0.0,0.0,7.48,7.48,0.0,9.29,7.48,0.0,7.48,0.0,0,1,1,0,0,0,3,3,3,3,0,1,1,0,0
5,4,60,60,1,6,0,2,4.33,0.0,6.74,5.29,6.95,6.22,9.36,6.95,0.0,6.95,0.0,0,1,0,1,1,0,3,3,5,3,0,2,4,1,60
5,6,68,29,1,5,1,2,4.28,5.2,7.17,4.51,7.24,6.27,9.34,7.24,0.0,7.24,0.0,0,0,1,0,0,1,3,4,3,3,4,1,5,1,68
5,5,58,58,1,5,1,1,4.26,0.0,6.74,4.26,6.82,5.82,9.05,6.82,0.0,6.82,0.0,0,1,1,0,0,1,3,3,3,3,2,1,5,1,51
5,8,57,24,1,6,1,1,4.28,0.0,5.24,5.32,6.97,5.6,9.02,6.97,0.0,6.97,4.51,0,1,1,0,1,0,3,3,5,4,3,2,3,1,57
5,7,59,17,1,5,0,1,4.19,3.87,5.48,5.02,6.76,6.03,8.96,6.79,0.0,6.79,0.0,0,0,1,0,0,1,3,3,5,4,0,2,4,1,59
6,7,56,56,1,7,0,1,4.39,4.97,5.92,5.68,6.5,5.7,9.14,6.5,6.54,7.21,3.61,1,0,1,0,1,0,3,3,3,3,0,1,5,3,56
5,5,57,57,1,4,0,1,4.19,0.0,6.65,4.5,6.76,5.64,8.97,6.76,0.0,6.76,0.0,0,1,1,0,0,1,3,3,5,3,0,1,6,1,56
5,5,47,47,1,5,2,2,4.28,0.0,7.19,0.0,7.19,6.38,8.91,7.23,0.0,7.23,0.0,0,1,1,0,1,0,3,4,3,3,3,3,6,3,47
5,5,57,57,1,7,2,2,4.47,0.0,5.59,0.0,6.58,6.18,9.33,6.58,6.58,7.27,3.66,1,1,1,0,1,0,3,3,5,3,3,1,3,1,57
6,5,47,47,2,6,1,2,3.75,5.8,6.08,5.46,6.51,6.09,9.36,6.51,6.57,7.23,0.0,1,0,1,0,1,0,3,3,3,3,3,2,3,3,47
7,5,29,28,2,7,0,2,4.39,0.0,7.09,4.66,7.18,6.28,9.55,7.18,6.86,7.72,3.81,1,1,0,1,1,0,4,5,5,4,0,4,6,2,29
7,7,48,24,1,4,2,2,4.39,0.0,7.0,5.8,7.26,6.54,9.91,7.3,0.0,7.3,0.0,0,1,1,0,1,0,4,4,4,3,3,4,5,2,48
4,4,98,75,1,4,0,2,4.55,0.0,0.0,6.49,6.49,6.09,9.13,6.63,0.0,6.63,0.0,0,1,0,0,0,1,3,2,3,3,0,1,1,1,80
4,7,75,30,2,4,0,2,4.11,0.0,6.09,6.44,6.97,6.08,9.17,6.97,0.0,6.97,0.0,0,1,1,0,1,0,3,4,3,4,0,1,4,1,29
7,6,46,46,0,4,1,2,4.39,0.0,7.14,4.32,7.2,6.38,10.07,7.2,5.26,7.33,0.0,0,1,0,1,1,0,4,4,3,4,3,4,6,3,46
6,5,47,33,2,8,1,2,4.36,5.67,6.87,5.04,7.02,6.26,9.75,7.02,6.76,7.59,4.65,1,0,0,1,1,0,3,4,5,4,3,3,5,3,47
3,4,87,35,2,8,1,1,4.83,0.0,5.67,0.0,6.88,6.18,9.83,6.96,6.33,7.38,0.0,0,1,1,0,1,0,3,3,3,2,4,2,4,2,87
5,5,105,75,1,5,0,1,4.45,0.0,4.69,5.86,6.13,5.91,9.27,6.73,0.0,6.73,0.0,0,1,0,0,0,0,3,3,2,3,0,1,5,1,105
6,7,75,38,1,6,1,1,4.19,0.0,4.65,5.15,6.5,6.15,9.35,6.98,0.0,6.98,3.97,0,1,1,0,1,0,3,3,5,4,3,1,6,1,38
5,6,69,69,1,6,0,1,4.23,0.0,6.61,6.01,7.04,6.39,9.17,7.04,0.0,7.04,0.0,0,1,1,0,1,0,3,3,3,3,0,3,4,1,69
4,6,78,46,1,8,1,1,3.93,0.0,5.26,6.34,6.63,5.35,9.14,7.06,0.0,7.33,0.0,0,1,1,0,0,1,3,3,5,3,3,1,2,1,78
5,7,71,27,1,5,0,1,4.33,0.0,6.86,5.39,7.07,5.91,9.16,7.07,0.0,7.07,0.0,0,1,1,0,1,0,3,3,3,3,0,3,4,3,71
6,5,16,16,2,6,0,2,4.43,0.0,3.61,7.07,7.1,6.13,9.25,7.1,0.0,7.1,3.14,0,1,0,1,1,0,3,4,5,4,0,2,6,2,16
7,5,16,15,1,5,2,2,3.81,4.57,7.21,5.09,7.32,6.35,9.77,7.32,0.0,7.32,0.0,0,0,0,1,1,0,4,4,5,4,3,4,6,2,16
5,3,61,61,2,5,0,2,3.66,0.0,0.0,7.13,7.13,6.22,9.32,7.17,0.0,7.17,4.98,0,1,1,0,0,1,3,3,5,3,0,2,1,1,61
4,7,79,19,1,6,0,1,4.11,0.0,0.0,0.0,0.0,5.73,9.31,6.84,0.0,6.84,0.0,0,1,1,0,0,1,3,0,5,4,0,0,0,1,79
6,5,40,40,2,7,1,2,4.36,5.82,0.0,6.61,6.61,6.17,9.13,6.89,6.63,7.46,3.85,1,0,1,0,1,0,4,4,3,4,3,1,1,3,40
7,5,38,38,1,4,2,2,4.43,5.18,7.27,0.0,7.27,6.27,9.39,7.27,0.0,7.27,5.63,0,0,1,0,1,0,4,4,5,4,3,4,6,2,38
6,7,32,32,2,8,1,4,4.48,4.45,6.76,4.47,6.85,6.93,9.42,6.87,6.73,7.5,4.53,1,0,0,1,0,0,4,4,5,4,4,1,6,2,25
7,5,32,31,2,8,1,2,4.39,5.51,6.62,5.71,6.96,6.35,9.2,6.97,6.79,7.58,4.51,1,0,0,1,1,0,4,4,5,4,3,1,6,3,32
6,6,33,33,1,5,0,2,4.3,0.0,6.62,5.25,6.84,6.34,9.11,6.9,0.0,6.9,0.0,0,1,0,1,1,0,3,4,5,4,0,3,6,1,33
8,5,17,17,2,7,0,3,4.17,4.29,0.0,7.44,7.44,6.66,9.26,7.44,0.0,7.44,3.53,0,0,0,1,1,0,4,4,5,4,0,3,1,2,17
7,5,19,19,2,6,0,2,4.17,3.22,6.53,6.22,7.08,6.45,8.82,7.1,0.0,7.1,4.13,0,0,0,1,1,0,4,4,5,4,0,3,6,2,19
7,5,16,16,2,6,0,3,4.55,0.0,0.0,7.11,7.11,6.61,9.25,7.11,0.0,7.11,3.61,0,1,0,1,1,0,3,4,5,4,0,1,1,2,16
7,5,15,15,2,6,0,2,4.17,4.39,3.22,7.09,7.11,6.42,8.9,7.11,0.0,7.11,4.01,0,0,0,1,1,0,4,4,5,4,0,1,6,2,16
7,5,35,35,3,11,2,3,4.51,0.0,7.29,5.32,7.42,6.39,9.42,7.44,7.33,8.08,0.0,1,1,0,1,1,0,3,4,4,4,3,2,6,1,35
6,8,125,32,2,6,0,2,4.42,0.0,0.0,6.52,6.52,6.18,9.56,6.72,6.42,7.28,4.09,0,1,0,1,0,1,3,2,3,3,0,1,1,1,68
6,7,54,54,1,6,0,2,4.39,4.39,6.22,6.23,6.92,6.09,9.08,6.96,0.0,6.96,0.0,0,0,1,0,1,0,3,3,4,3,0,3,6,1,54
5,5,29,29,1,4,0,2,4.42,0.0,6.77,0.0,6.77,6.36,9.32,6.87,0.0,6.87,0.0,0,1,0,1,1,0,3,4,4,3,0,3,6,1,27
7,5,28,27,2,8,1,2,4.26,0.0,5.87,6.27,6.78,6.24,9.14,6.79,6.69,7.43,3.69,1,1,0,1,1,0,3,4,5,3,3,1,5,2,28
6,5,27,27,2,7,0,2,4.26,4.76,6.23,5.7,6.69,6.26,9.08,6.69,6.78,7.43,4.36,1,0,0,1,1,0,3,4,5,4,0,1,6,2,27
5,8,48,21,1,5,0,1,3.66,0.0,5.29,4.95,6.93,5.73,9.63,6.93,0.0,6.93,4.45,0,1,1,0,1,0,4,4,5,3,0,1,6,1,48
6,7,48,48,1,6,0,1,4.16,5.04,5.94,5.74,6.54,5.7,9.3,6.54,6.56,7.24,3.61,1,0,1,0,1,0,3,4,5,3,0,1,6,3,48
5,6,49,49,1,5,0,1,4.33,0.0,5.21,0.0,6.8,5.73,9.27,6.8,0.0,6.8,0.0,0,1,1,0,1,0,3,3,3,3,0,3,2,1,49
5,6,53,53,1,5,0,2,4.23,0.0,6.18,5.98,6.78,6.18,8.92,6.78,0.0,6.78,0.0,0,1,1,0,0,1,3,3,3,3,0,3,5,1,48
8,5,22,22,2,8,1,3,4.39,5.77,7.43,5.69,7.59,6.75,9.25,7.59,0.0,7.59,3.26,0,0,0,1,1,0,4,4,5,4,4,1,6,2,22
8,5,24,23,2,6,1,2,4.26,6.17,7.21,5.41,7.37,6.51,9.34,7.38,0.0,7.38,0.0,0,0,0,1,1,0,4,4,5,4,3,3,6,2,24
7,6,22,22,2,7,1,2,3.81,5.41,6.18,6.13,6.85,6.42,9.16,6.85,6.79,7.51,3.69,1,0,0,1,1,0,4,4,5,4,3,1,6,2,22
7,5,28,28,2,9,1,2,4.33,0.0,0.0,6.95,6.95,6.43,9.15,6.95,6.96,7.65,3.66,1,1,0,1,1,0,4,4,5,4,3,1,1,3,28
7,5,27,27,2,6,0,2,3.89,6.09,0.0,7.41,7.41,6.4,9.4,7.42,0.0,7.42,3.56,0,0,0,1,1,0,3,4,5,4,0,1,1,2,27
6,5,22,22,1,4,0,2,3.64,5.14,6.51,5.18,6.74,6.04,8.4,6.74,0.0,6.74,0.0,0,0,0,1,1,0,4,4,5,4,0,3,6,3,22
6,5,21,21,1,3,0,2,3.64,5.14,6.5,5.23,6.74,6.04,8.4,6.74,0.0,6.74,0.0,0,0,0,1,1,0,4,4,5,4,0,3,6,2,21
8,5,22,22,2,8,1,2,3.89,5.15,5.92,5.76,7.41,6.22,9.27,7.42,0.0,7.42,5.57,0,0,0,1,1,0,4,4,5,4,3,3,4,3,22
7,5,21,20,2,7,0,2,4.26,4.7,6.57,6.64,7.3,6.41,9.04,7.3,0.0,7.3,3.58,0,0,0,1,1,0,4,4,5,4,0,3,6,2,21
7,5,21,21,2,6,0,2,4.19,4.6,3.22,7.24,7.25,6.2,9.08,7.25,0.0,7.25,4.66,0,0,0,1,1,0,4,4,5,4,0,3,6,2,21
3,6,80,18,1,5,0,1,4.22,0.0,0.0,0.0,0.0,5.48,9.08,6.46,0.0,6.46,0.0,0,1,1,0,0,1,3,0,3,3,0,0,0,1,80
5,6,71,71,1,6,0,1,4.23,0.0,0.0,5.95,5.95,5.77,9.09,6.9,0.0,6.9,0.0,0,1,1,0,0,1,3,2,5,3,0,1,1,1,71
5,5,60,60,2,8,0,0,4.33,0.0,0.0,0.0,0.0,0.0,9.19,7.42,0.0,7.42,0.0,0,1,1,0,0,0,3,0,3,3,0,0,0,0,0
5,6,57,57,1,6,0,1,4.11,0.0,6.98,4.84,7.09,5.82,9.21,7.09,0.0,7.09,0.0,0,1,1,0,1,0,3,4,3,3,0,4,5,2,57
4,5,77,75,1,5,0,2,4.5,0.0,0.0,6.61,6.61,6.18,9.38,6.68,5.8,7.02,0.0,0,1,1,0,0,1,3,3,5,2,0,1,1,1,69
6,6,50,50,1,5,1,1,4.19,0.0,6.27,6.18,6.92,5.87,8.75,7.0,0.0,7.0,0.0,0,1,1,0,0,1,3,3,3,3,2,3,5,1,50
6,5,49,49,1,6,1,2,4.55,0.0,6.05,6.18,6.94,6.51,8.96,7.02,0.0,7.02,0.0,0,1,1,0,0,1,3,3,3,3,3,3,5,1,49
4,5,67,67,1,5,0,0,4.17,0.0,0.0,6.87,6.87,0.0,8.77,6.87,0.0,6.87,0.0,0,1,1,0,0,0,3,3,5,3,0,1,1,0,0
4,5,22,21,2,5,0,2,4.39,0.0,0.0,7.02,7.02,6.09,9.05,7.02,0.0,7.02,4.17,0,1,0,1,1,0,3,4,5,3,0,1,1,2,22
6,4,80,75,1,7,1,1,3.97,0.0,4.55,6.46,6.6,5.4,9.08,6.68,6.54,7.31,4.95,0,1,1,0,0,1,3,3,3,3,4,1,2,1,76
4,4,84,75,1,5,0,1,4.11,0.0,5.86,5.78,6.51,5.64,9.41,6.51,5.53,6.83,0.0,0,1,0,0,0,1,3,4,2,2,0,1,4,1,84
5,6,68,23,1,7,1,1,4.23,4.98,5.95,6.73,7.1,5.9,9.06,7.33,0.0,7.33,4.37,0,0,1,0,0,0,3,3,5,3,4,3,3,1,68
5,6,101,26,2,5,1,1,4.22,5.32,4.9,6.88,7.01,5.56,8.49,7.17,0.0,7.17,0.0,0,0,0,0,0,1,3,3,2,2,4,2,3,1,46
6,4,110,75,1,6,0,1,4.2,0.0,0.0,6.69,6.69,5.38,8.83,6.74,6.69,7.41,4.2,0,1,0,1,0,1,3,4,3,2,0,1,1,1,105
3,3,111,75,1,5,0,1,3.83,0.0,5.32,6.5,6.76,5.3,9.01,6.76,0.0,6.76,0.0,0,1,0,0,0,1,3,3,3,3,0,1,3,1,87
5,6,101,75,2,6,1,1,3.93,0.0,5.39,6.7,6.93,5.73,8.52,6.93,6.5,7.43,0.0,0,1,0,0,0,1,3,3,3,4,4,1,2,1,101
6,6,86,75,1,4,1,2,4.11,0.0,5.48,6.43,6.75,5.99,8.97,6.75,0.0,6.75,0.0,0,1,1,0,0,1,3,3,3,3,4,1,3,1,86
4,6,58,58,3,10,0,0,4.11,0.0,0.0,0.0,0.0,0.0,8.88,6.76,7.49,7.88,0.0,0,1,0,0,0,0,3,0,3,3,0,0,0,0,0
5,2,94,75,1,7,1,0,3.95,0.0,0.0,6.8,6.8,0.0,9.19,6.8,6.65,7.42,5.06,0,1,0,1,0,0,3,3,5,3,4,1,1,0,0
6,7,106,35,2,10,1,1,3.93,0.0,0.0,6.69,6.69,5.82,9.17,7.44,6.62,7.8,0.0,0,1,0,1,0,1,3,3,5,4,4,1,1,1,56
7,6,84,40,1,8,2,1,4.37,5.92,6.06,6.75,7.33,5.75,9.25,7.11,6.81,7.67,0.0,0,0,0,0,1,0,4,4,5,3,3,1,5,1,84
5,6,75,34,2,11,0,2,4.37,6.07,5.93,6.49,6.94,6.18,9.66,7.01,6.98,7.69,0.0,0,0,1,0,0,1,3,3,5,3,0,1,5,1,75
7,9,84,19,2,9,2,1,4.2,0.0,5.62,6.78,7.05,5.53,9.11,7.08,7.05,7.76,4.11,0,1,0,0,1,0,5,3,5,4,4,1,6,2,84
7,8,66,23,2,7,2,2,4.62,0.0,7.25,6.21,7.55,6.34,9.77,7.55,0.0,7.55,5.34,0,1,0,1,1,0,4,4,3,5,3,3,6,3,66
7,6,31,18,2,6,0,2,4.45,3.81,5.84,4.39,6.05,6.16,9.89,6.8,6.63,7.41,0.0,0,0,0,1,0,0,3,4,5,4,0,1,6,2,31
