Overall Qual,House Age,Full Bath,Garage Cars,Transformed BsmtFin SF 1,Transformed Total Bsmt SF,Transformed Lot Area,Transformed 1st Flr SF,Transformed Gr Liv Area,Bsmt Qual_encoded,Kitchen Qual_encoded
6,20,2,2,0.0,6.66,9.23,6.66,7.3,4,4
7,19,2,2,0.0,6.41,9.49,6.41,7.29,4,4
6,19,2,2,0.0,6.61,9.09,6.61,7.31,4,4
6,19,2,3,0.0,6.55,9.18,6.55,7.47,4,4
6,20,2,2,6.82,7.19,9.41,7.19,7.19,4,4
7,18,2,2,0.0,6.59,9.11,6.59,7.28,4,4
7,18,2,2,0.0,7.17,9.1,7.17,7.17,4,4
7,18,2,2,3.22,7.2,9.09,7.2,7.2,4,4
6,19,2,2,0.0,6.42,9.05,6.42,7.25,4,4
6,18,2,2,0.0,6.62,9.02,6.62,7.32,4,4
7,18,2,2,0.0,6.59,8.95,6.59,7.28,4,4
7,18,2,2,0.0,7.13,8.95,7.14,7.14,4,4
7,19,2,3,0.0,7.14,8.27,7.14,7.14,5,4
7,19,0,3,0.0,7.14,8.27,7.25,7.25,5,4
8,22,2,3,6.99,7.25,8.19,7.37,7.37,4,4
7,18,2,2,0.0,7.14,8.22,7.14,7.14,4,4
7,21,2,3,7.17,7.33,9.59,7.33,7.33,4,4
7,21,2,2,6.66,6.73,9.69,7.02,7.02,4,4
7,21,2,2,5.26,5.95,9.31,6.61,7.23,4,4
7,21,2,2,0.0,6.74,9.38,6.74,7.58,4,4
7,19,2,2,0.0,7.32,9.3,7.33,7.33,4,4
7,21,2,2,0.0,6.73,9.02,6.73,7.45,4,4
7,22,2,2,0.0,5.95,9.39,6.63,7.24,4,4
7,22,2,2,0.0,6.74,8.97,6.74,7.58,4,4
6,25,2,2,0.0,6.83,9.0,6.86,7.43,4,3
7,23,2,2,6.35,6.75,9.08,6.76,7.6,4,4
6,26,2,2,0.0,6.86,8.98,6.86,7.41,4,3
7,25,2,2,0.0,5.95,9.21,6.65,7.27,4,3
7,22,2,2,0.0,6.49,8.96,6.49,7.19,4,4
6,25,2,2,6.26,6.82,9.16,6.85,7.43,4,3
6,26,2,2,0.0,6.85,9.17,6.87,7.41,4,3
10,29,3,3,7.65,7.78,9.66,7.79,8.41,5,5
8,28,2,3,7.07,7.48,9.41,7.48,7.84,4,4
8,25,2,3,0.0,6.88,9.31,6.91,7.73,4,4
10,24,2,3,7.16,7.88,9.34,7.88,7.88,5,5
9,27,2,3,6.51,7.25,9.26,7.42,8.03,5,4
8,27,2,3,6.96,7.24,9.31,7.25,7.86,4,4
7,27,2,3,0.0,6.97,9.29,7.01,7.78,4,4
10,31,3,3,7.28,7.8,9.98,7.8,8.37,5,5
7,29,2,2,6.76,7.02,9.2,7.03,7.61,4,3
7,29,2,3,6.58,7.23,9.37,7.23,7.78,4,4
7,30,2,3,6.34,7.09,9.21,7.1,7.83,4,4
8,30,2,3,4.04,7.18,9.41,7.19,7.84,4,4
8,33,3,2,7.12,8.07,9.45,8.08,8.08,4,4
8,33,2,2,5.82,7.01,9.37,7.01,7.7,5,4
8,29,2,3,7.11,7.19,9.11,7.2,7.84,4,4
7,18,2,2,0.0,7.22,9.2,7.22,7.22,4,4
8,18,2,3,7.11,7.34,9.38,7.34,7.34,4,4
9,19,2,3,0.0,7.55,9.36,7.55,7.55,5,5
8,18,2,3,6.84,7.3,9.63,7.29,7.29,4,4
8,19,2,2,3.37,7.33,9.27,7.34,7.34,4,4
10,18,2,3,7.36,7.58,9.42,7.58,7.58,5,5
8,19,2,3,4.16,7.39,9.51,7.4,7.4,4,4
8,19,2,3,0.0,7.49,9.21,7.49,7.49,5,4
7,18,3,2,0.0,7.33,9.21,7.33,7.33,4,4
7,18,2,3,7.03,7.45,9.15,7.45,7.45,5,5
7,18,2,3,0.0,7.43,9.2,7.43,7.43,4,4
8,19,2,3,0.0,7.37,9.21,7.37,7.37,4,4
8,20,2,2,6.65,7.34,9.09,7.34,7.34,4,4
8,18,2,2,0.0,7.31,9.12,7.31,7.31,4,4
7,20,2,2,6.66,7.31,9.02,7.32,7.32,4,4
8,21,2,2,7.22,7.43,9.22,7.44,7.44,5,4
7,19,2,3,0.0,6.89,9.17,6.89,7.59,4,4
8,19,2,3,0.0,7.17,9.08,7.17,7.51,4,4
8,18,2,2,3.22,7.2,9.06,7.2,7.2,4,4
7,19,2,2,0.0,7.2,9.11,7.2,7.2,4,4
8,18,2,2,5.86,6.8,9.06,6.8,7.49,4,4
5,18,3,2,0.0,6.59,9.25,6.59,7.37,4,4
8,19,2,3,0.0,6.99,9.11,6.99,7.58,4,4
8,18,2,2,4.17,7.08,9.11,7.08,7.87,4,5
8,18,2,3,6.61,6.86,9.41,6.86,7.54,5,5
8,19,2,3,3.22,7.41,9.31,7.41,7.41,4,4
7,18,3,2,0.0,6.77,9.23,6.77,7.47,4,4
8,18,2,2,0.0,7.36,9.25,7.37,7.37,4,5
8,19,2,3,0.0,7.43,9.38,7.43,7.43,4,4
6,21,2,3,0.0,7.06,9.27,7.06,7.8,4,4
8,21,3,2,0.0,7.37,9.32,7.37,7.81,4,4
6,19,1,0,0.0,7.0,8.92,7.0,7.0,4,3
7,19,1,0,0.0,7.04,8.92,7.04,7.04,4,4
5,22,1,2,6.59,7.0,9.43,7.0,7.0,4,4
7,19,2,2,0.0,7.29,8.91,7.3,7.3,4,4
6,31,2,2,6.7,6.83,9.04,6.84,7.45,4,4
6,32,2,2,6.18,6.76,9.36,6.83,7.51,4,4
7,25,2,2,0.0,7.21,9.04,7.21,7.21,4,3
7,27,2,2,7.28,7.3,9.69,7.31,7.31,4,4
6,33,2,2,6.07,7.36,8.99,7.36,7.36,4,4
6,45,1,1,0.0,6.45,8.99,6.45,7.14,3,3
5,42,1,2,6.62,6.73,9.12,6.79,6.79,4,4
5,48,2,2,0.0,0.0,9.04,7.61,7.61,0,3
5,48,1,1,4.93,6.8,8.75,6.8,6.8,4,3
5,62,1,2,6.45,6.88,9.05,6.88,6.88,3,3
5,63,1,2,6.04,6.96,8.91,6.96,6.96,3,3
5,63,1,1,6.38,6.91,8.96,6.91,6.91,3,4
4,64,1,2,6.84,6.95,8.85,7.02,7.02,3,2
5,63,1,1,0.0,7.04,9.52,7.44,7.44,3,3
5,57,1,2,6.7,6.95,8.92,6.95,6.95,3,3
5,64,1,2,6.72,6.9,9.2,6.9,6.9,3,3
5,58,1,1,6.4,6.78,8.73,6.81,6.81,3,3
7,35,2,2,6.59,7.11,9.88,7.15,7.83,4,4
7,51,2,2,4.84,7.08,9.77,7.32,7.68,3,4
5,51,1,2,6.67,6.95,9.28,6.95,6.95,2,3
5,50,2,2,7.24,7.24,9.72,7.44,7.44,4,3
6,52,1,2,6.88,6.95,9.45,6.96,6.96,4,4
8,35,2,2,6.18,7.28,9.17,7.28,7.94,5,4
8,33,2,2,6.55,7.43,9.28,7.66,7.96,4,4
8,21,2,2,6.75,7.23,8.38,7.23,7.23,4,4
8,19,2,2,4.11,7.04,8.17,7.05,7.05,4,4
8,19,2,2,4.11,7.32,8.24,7.36,7.36,4,4
7,19,2,2,0.0,7.21,8.35,7.21,7.21,5,4
7,19,2,2,6.84,7.21,8.19,7.21,7.21,5,4
8,19,2,2,0.0,7.35,8.58,7.35,7.35,4,4
7,19,1,2,7.01,7.12,8.36,7.12,7.12,4,4
7,19,2,2,0.0,6.44,8.36,6.44,7.13,4,4
6,26,2,2,6.34,6.61,7.73,6.63,7.31,4,3
6,26,2,2,6.04,6.59,8.08,6.59,7.29,4,3
6,25,2,2,6.04,6.63,7.66,6.63,7.32,4,4
6,25,2,2,6.04,6.63,7.66,6.65,7.36,4,4
6,25,2,2,6.08,6.63,7.66,6.65,7.33,4,4
7,21,2,2,5.48,6.31,8.54,6.31,7.01,4,4
8,26,2,2,0.0,6.66,7.88,6.64,7.27,4,4
7,28,2,2,6.48,6.88,8.91,6.88,7.58,4,4
7,26,2,2,0.0,7.2,8.9,7.21,7.21,4,4
8,22,2,2,6.87,6.96,8.99,6.98,7.63,5,4
8,27,2,2,6.8,7.11,9.04,7.11,7.77,5,4
8,31,1,2,6.13,7.31,9.16,7.31,7.31,4,4
7,45,2,2,7.46,7.6,9.39,7.77,7.77,4,4
5,47,1,2,6.52,7.22,9.69,7.27,7.27,4,4
5,49,2,2,7.05,7.27,9.28,7.27,7.27,4,4
8,47,1,2,6.78,6.96,8.25,7.17,7.17,4,4
6,49,2,2,0.0,6.27,9.17,7.0,7.53,3,3
6,49,2,2,6.89,7.14,9.17,7.14,7.14,4,3
8,44,2,2,7.4,7.81,9.79,7.82,7.82,4,4
5,48,2,2,6.21,7.22,9.85,7.22,7.87,4,3
7,24,2,2,6.61,6.96,8.86,6.96,7.57,4,4
6,57,1,2,0.0,6.82,9.37,7.05,7.05,3,3
6,55,2,2,6.82,6.92,8.99,7.25,7.79,3,3
6,56,1,2,6.88,6.88,9.07,6.99,6.99,4,3
6,57,1,2,6.81,7.17,9.37,7.17,7.17,4,3
7,53,2,2,5.85,7.03,9.34,7.38,7.38,3,4
7,32,2,2,0.0,7.37,9.16,7.37,7.37,4,4
7,32,2,2,6.71,7.05,9.26,7.0,7.64,4,4
5,49,2,2,0.0,7.43,9.35,7.43,7.43,3,3
6,59,2,2,6.68,7.0,9.28,7.0,7.0,3,3
7,52,1,2,6.82,7.13,9.17,7.13,7.13,3,3
6,62,1,1,6.43,6.96,9.29,6.96,6.96,3,3
5,58,1,1,6.16,6.86,8.99,7.01,7.01,3,4
5,58,2,1,6.55,7.1,9.25,7.1,7.1,3,3
5,60,1,2,6.73,6.98,9.24,6.98,6.98,3,3
5,67,1,1,6.13,6.93,9.16,7.2,7.2,3,3
5,61,2,1,3.71,7.46,9.27,7.46,7.46,3,3
4,61,2,3,0.0,0.0,9.3,7.11,7.11,0,3
5,65,1,1,0.0,6.89,9.42,7.26,7.26,3,3
6,65,1,1,6.21,6.87,9.46,6.87,6.87,3,3
5,65,1,2,0.0,6.97,9.09,6.97,6.97,3,3
6,67,1,1,6.23,6.38,9.26,7.04,7.04,3,3
5,67,1,1,4.72,6.82,8.93,6.82,6.82,3,3
5,69,1,2,6.08,6.8,8.92,6.98,6.98,3,4
5,66,1,1,0.0,0.0,9.03,6.78,6.78,0,3
5,64,1,2,5.74,6.76,9.57,7.08,7.08,3,3
5,64,1,2,6.55,6.87,9.02,6.87,6.87,3,3
5,65,1,1,0.0,6.8,9.07,6.8,6.8,3,3
7,59,2,2,6.48,7.07,9.08,7.09,7.09,3,3
6,60,2,2,6.2,6.95,9.13,6.95,6.95,3,3
6,61,2,1,5.6,7.17,9.14,7.17,7.17,4,4
6,61,2,2,6.03,6.74,9.08,6.74,7.68,3,3
6,61,1,1,4.01,7.03,9.34,7.23,7.23,3,3
6,66,1,2,7.23,7.37,10.0,7.41,7.41,3,4
6,65,1,2,6.39,7.04,9.59,7.27,7.27,3,4
5,66,1,2,6.01,6.97,8.91,7.19,7.19,3,4
4,63,2,2,0.0,0.0,9.19,7.11,7.11,0,3
6,75,1,1,0.0,6.84,9.02,6.84,6.84,3,4
5,85,1,2,4.88,6.71,9.41,6.81,6.81,3,3
1,79,1,0,0.0,0.0,8.52,5.81,5.81,0,2
3,79,1,0,5.7,6.5,8.52,6.5,6.5,2,4
3,80,1,0,4.98,5.92,8.16,6.09,6.51,3,2
5,67,1,1,5.02,6.7,8.55,6.7,6.7,3,3
6,61,1,2,6.09,6.71,9.16,7.03,7.59,3,3
5,70,1,1,5.91,6.98,9.17,7.05,7.05,3,3
5,77,2,2,5.4,6.83,9.34,6.83,7.56,3,3
5,84,1,1,5.91,6.65,9.16,6.88,7.23,3,3
5,83,1,1,5.96,6.59,9.16,6.79,7.41,3,4
5,57,2,3,0.0,7.35,9.07,7.35,7.35,3,3
5,59,2,2,6.4,6.68,9.22,7.16,7.16,3,3
6,64,1,2,6.4,7.11,9.17,7.13,7.13,3,3
5,67,1,1,6.12,6.82,9.23,6.82,6.82,3,3
5,67,1,1,6.13,6.77,9.34,6.77,7.33,3,3
6,60,2,2,5.24,6.93,9.82,7.29,7.78,4,3
6,68,1,1,6.77,6.84,9.08,6.84,6.84,3,4
5,69,1,1,6.81,6.92,8.83,6.92,6.92,3,2
5,62,1,2,5.67,6.96,9.02,6.96,6.96,3,4
5,67,1,1,6.74,6.96,9.01,6.96,6.96,3,3
6,67,1,1,6.41,7.27,9.19,7.27,7.27,3,3
5,71,1,1,6.18,6.96,9.13,6.96,6.96,3,3
6,68,1,1,6.66,7.13,9.39,7.13,7.13,3,3
5,65,1,1,0.0,7.04,9.12,7.04,7.04,3,3
6,68,1,2,6.51,7.19,9.18,7.45,7.45,3,3
5,68,1,1,6.24,6.83,9.19,6.83,6.83,3,3
5,69,1,1,6.38,6.96,9.23,6.96,6.96,3,3
6,55,2,2,7.12,7.41,9.41,7.41,7.41,4,3
5,70,1,1,6.66,7.09,9.41,7.25,7.25,3,3
5,70,1,1,5.67,7.1,9.22,7.1,7.1,3,3
5,72,1,1,6.01,6.76,9.36,7.05,7.05,3,5
5,67,2,2,0.0,7.35,9.0,7.35,7.35,3,3
6,73,1,2,6.09,6.86,9.3,6.86,6.86,3,3
6,72,1,1,4.45,6.95,8.98,6.95,6.95,3,3
5,72,1,1,6.47,6.92,9.1,6.92,6.92,3,4
5,69,1,1,4.74,6.83,9.05,6.83,6.83,3,4
5,70,1,2,5.95,5.95,8.87,7.22,7.22,3,3
4,70,1,1,5.02,7.08,8.88,6.95,7.34,3,2
5,70,1,1,6.68,6.83,9.04,6.83,6.83,3,3
5,69,1,1,5.93,6.83,9.5,6.83,6.83,4,3
4,72,1,1,6.39,7.01,9.16,7.41,7.41,3,3
5,73,1,1,5.68,6.83,9.67,6.83,6.83,3,3
4,135,2,0,0.0,6.83,9.56,6.91,7.34,2,3
5,76,1,2,5.4,6.74,9.17,6.8,6.8,3,4
5,72,1,1,5.29,7.1,9.4,7.1,7.46,3,3
5,90,3,3,0.0,6.5,9.97,7.18,8.03,3,4
5,85,1,1,0.0,6.6,9.22,6.6,6.94,3,3
4,69,1,0,0.0,6.78,8.61,6.78,6.78,3,3
4,100,2,2,6.94,7.05,9.24,6.74,7.16,3,3
4,98,2,1,0.0,6.49,9.29,6.88,6.88,3,3
5,130,1,0,0.0,6.6,9.29,6.62,7.34,4,4
5,105,1,1,0.0,6.54,8.59,6.54,6.54,2,5
7,62,2,1,5.49,6.59,9.22,6.94,7.41,3,3
5,64,1,1,5.26,6.83,9.07,6.79,6.79,3,3
6,57,1,1,6.86,6.86,9.02,6.86,6.86,3,3
5,56,1,2,6.48,6.95,9.36,6.95,7.64,4,2
5,76,1,2,0.0,6.51,9.0,6.51,6.83,3,3
6,77,1,1,5.82,6.99,9.36,6.99,6.99,3,3
6,76,2,1,5.28,6.95,9.26,7.06,7.52,3,3
5,75,1,1,6.28,6.78,8.88,6.9,6.9,3,3
5,75,1,1,6.07,6.76,8.88,7.12,7.12,3,3
5,75,1,2,5.99,6.76,8.88,6.76,6.76,3,4
5,65,1,1,6.38,6.92,8.85,7.03,7.03,3,3
5,66,1,1,6.35,6.95,8.92,6.95,6.95,3,4
5,67,1,1,6.44,7.07,8.9,7.07,7.07,3,3
5,65,1,1,6.61,7.13,8.98,7.13,7.13,3,3
5,65,1,1,7.0,7.23,8.99,7.23,7.23,3,3
5,64,2,0,0.0,7.5,8.99,7.5,7.5,3,3
5,64,1,1,0.0,0.0,8.85,6.83,6.83,0,3
6,61,2,2,6.29,6.71,9.19,6.93,7.52,3,4
5,63,2,1,6.29,6.76,8.93,6.78,7.5,3,3
5,63,1,1,4.71,6.76,8.79,6.76,6.76,3,3
5,63,1,1,6.6,6.8,8.82,6.84,6.84,3,3
5,99,1,2,0.0,6.75,8.85,6.87,6.87,3,3
5,115,2,2,0.0,5.58,9.17,6.65,7.27,2,3
6,98,1,2,5.62,6.74,8.7,6.77,7.17,3,3
5,103,1,1,6.66,6.93,8.41,6.93,6.93,2,2
5,45,1,2,6.84,6.84,8.88,6.84,6.84,4,3
5,105,1,1,0.0,6.88,8.06,6.88,6.88,3,3
4,140,1,1,0.0,6.46,9.29,6.95,6.95,2,3
5,85,1,2,0.0,6.7,8.88,6.98,6.98,3,3
5,125,1,2,4.88,6.52,9.11,6.52,7.07,3,4
3,77,1,1,5.81,6.48,8.7,6.52,7.08,3,3
4,88,1,2,5.13,6.81,8.69,7.03,7.03,2,3
4,125,1,1,4.81,6.35,8.69,6.64,7.04,2,3
4,105,1,1,5.53,6.87,8.7,6.87,6.87,3,2
4,125,2,2,0.0,6.98,9.17,7.05,7.49,3,3
5,80,1,0,5.8,6.53,8.26,6.77,6.77,3,4
5,102,1,2,0.0,6.88,9.05,6.88,6.88,3,3
8,115,2,2,0.0,6.59,9.24,6.81,7.48,3,4
6,98,1,1,5.28,6.59,9.2,6.82,7.4,3,3
5,100,1,1,0.0,6.56,9.17,6.74,7.3,3,4
5,115,1,2,5.13,6.42,8.43,6.42,7.12,3,3
5,125,2,2,0.0,6.5,9.52,7.26,7.76,3,3
6,115,2,2,5.56,6.83,9.04,6.9,7.41,4,3
6,145,2,1,0.0,6.92,9.2,7.07,7.7,3,2
5,95,1,1,5.76,6.53,8.19,6.53,7.21,3,4
7,146,2,2,0.0,6.71,9.51,7.18,7.81,3,3
6,115,2,2,6.95,7.1,8.88,7.14,7.74,3,3
6,99,2,1,5.92,7.05,8.59,7.05,7.39,3,4
5,77,1,2,5.83,7.35,9.0,7.35,7.35,3,3
7,135,1,2,0.0,6.58,9.29,7.36,7.85,3,3
5,95,1,1,5.78,6.82,9.15,6.82,7.13,3,3
4,69,1,1,0.0,0.0,9.06,6.88,6.88,0,3
4,76,2,1,0.0,0.0,9.38,7.23,7.23,0,3
5,100,1,1,5.76,6.63,8.83,6.82,6.97,3,3
5,75,1,1,6.81,6.81,9.07,6.81,7.27,2,3
5,105,1,2,6.47,6.82,9.07,7.06,7.06,3,3
6,102,1,2,5.71,6.97,9.08,6.82,7.4,4,3
5,86,2,1,5.73,6.59,8.72,6.59,7.15,3,3
6,86,1,1,5.62,6.4,8.7,6.41,7.12,3,3
6,84,1,2,5.93,6.6,8.7,6.77,7.11,3,3
5,86,1,1,0.0,6.79,8.72,6.79,6.79,3,3
6,87,1,2,3.97,6.76,8.74,6.76,7.25,3,3
5,86,1,1,3.89,6.51,8.74,6.8,7.19,3,3
5,95,1,1,0.0,6.87,8.74,6.92,7.26,3,3
5,99,1,2,5.86,6.63,8.72,6.81,7.16,3,4
5,105,1,1,0.0,6.85,8.72,6.85,7.32,3,3
7,96,1,2,0.0,6.73,8.72,6.75,6.75,3,3
6,94,1,1,6.05,6.79,8.74,6.87,7.22,3,3
6,99,1,1,0.0,6.87,8.73,6.89,6.89,3,3
6,107,2,1,0.0,7.0,8.96,7.0,7.73,3,3
6,106,1,2,0.0,6.64,9.51,6.97,7.51,3,3
6,105,1,2,0.0,6.65,9.09,6.62,7.23,3,4
5,99,1,2,0.0,6.62,9.05,6.87,7.18,2,3
6,110,1,1,0.0,6.55,9.07,6.55,7.24,3,3
7,96,1,2,5.82,6.51,8.65,6.51,7.2,3,4
6,109,2,1,5.13,6.57,9.05,7.42,7.83,3,4
5,124,2,1,0.0,6.39,8.64,6.84,7.07,3,3
5,124,1,1,0.0,6.88,8.64,6.88,7.1,3,3
7,94,1,1,5.42,6.95,8.96,7.11,7.51,3,3
7,95,1,1,0.0,6.46,8.92,7.01,7.01,3,4
6,62,3,2,5.93,6.61,9.49,7.31,7.74,3,3
6,111,1,0,0.0,6.53,8.84,6.65,7.21,3,4
6,88,1,1,0.0,6.66,9.11,6.66,7.23,3,4
7,75,1,1,5.87,6.88,9.19,6.88,7.58,3,4
6,110,1,2,5.93,7.04,9.24,7.04,7.69,3,3
4,67,2,2,6.53,6.7,8.37,6.73,7.18,2,3
5,105,1,1,0.0,6.27,8.88,6.37,7.01,3,2
4,109,1,2,5.29,7.09,8.48,7.09,7.09,3,3
5,84,1,2,5.89,6.58,9.42,6.75,7.23,3,3
7,115,1,1,0.0,6.83,9.22,6.87,7.54,3,3
5,95,1,0,4.76,6.51,8.39,6.73,6.73,3,3
4,115,2,1,0.0,6.65,9.24,6.77,7.3,3,3
7,88,1,2,5.67,6.91,9.46,7.14,7.73,3,3
5,79,3,0,5.03,7.38,9.8,7.4,8.03,3,5
5,85,1,1,5.75,6.63,9.01,6.63,7.03,3,3
5,83,1,1,6.19,6.51,8.41,6.66,7.16,3,3
5,62,1,1,6.83,6.83,9.33,6.91,6.91,4,3
5,61,1,2,6.67,7.26,9.33,7.28,7.28,4,3
4,61,1,2,6.24,6.91,9.57,6.91,6.91,3,3
4,64,1,1,6.81,6.94,8.98,6.94,6.94,3,3
5,61,2,2,4.23,6.89,9.56,6.93,6.93,3,3
5,59,1,1,5.52,6.95,9.37,6.95,6.95,3,3
6,59,1,1,5.24,6.7,9.04,6.82,6.82,3,3
5,59,1,1,5.2,6.8,8.87,6.8,6.8,3,3
5,57,1,1,0.0,6.86,9.1,6.86,6.86,3,3
5,54,1,2,6.62,6.65,9.04,6.77,6.77,4,3
5,57,1,1,5.13,6.78,9.07,6.8,6.8,3,3
5,58,1,2,4.74,6.85,9.04,6.85,6.85,3,3
5,59,1,1,6.64,6.86,8.95,6.86,6.86,3,3
5,57,1,2,6.2,6.8,9.07,6.8,6.8,4,3
6,48,1,2,0.0,6.49,9.01,7.16,7.16,3,3
5,59,1,1,5.38,6.82,9.01,6.82,6.82,3,4
5,69,1,1,5.96,7.12,9.56,7.23,7.23,3,3
5,105,3,2,5.59,6.51,9.73,7.36,7.88,4,3
5,107,2,2,0.0,6.71,10.14,7.26,7.26,3,4
7,85,1,1,5.56,6.52,8.85,6.68,7.17,3,4
6,71,1,2,6.6,6.88,9.34,7.17,7.17,3,4
5,67,1,1,5.25,7.06,9.53,7.07,7.07,3,3
4,80,1,2,0.0,0.0,9.11,6.91,6.91,0,3
7,54,2,2,7.11,7.4,11.65,7.51,7.51,4,4
6,41,2,2,5.7,7.08,9.31,7.33,7.33,4,3
6,37,2,2,6.72,7.05,9.21,7.06,7.63,4,3
5,77,2,2,5.71,6.02,9.77,7.19,7.19,3,4
5,72,2,2,6.38,6.98,10.03,7.4,7.4,3,3
4,79,1,1,0.0,6.18,9.79,7.13,7.13,3,3
6,71,3,2,5.87,7.16,9.45,7.79,7.79,4,4
6,75,2,2,6.17,7.09,9.44,7.68,7.68,3,4
6,71,1,1,6.2,6.9,9.26,6.9,7.39,3,4
5,67,1,1,6.12,6.76,8.59,6.76,6.76,3,3
4,67,1,1,0.0,0.0,9.35,6.85,6.85,0,4
4,48,2,0,7.27,7.27,8.95,7.27,7.27,4,3
4,105,1,0,5.86,6.27,9.12,6.41,6.41,3,3
5,41,2,1,5.65,6.95,8.26,6.95,6.95,3,3
5,74,1,1,6.32,7.2,9.14,7.2,7.2,2,3
5,74,1,1,6.99,6.99,9.31,6.99,7.3,3,3
4,105,2,1,0.0,6.86,8.93,6.89,7.22,3,3
5,68,1,1,0.0,0.0,9.11,7.2,7.2,0,3
6,41,2,2,0.0,7.01,10.08,7.01,7.51,3,4
7,35,2,2,6.61,6.81,9.25,7.27,7.27,4,4
7,35,2,3,6.55,6.55,9.51,7.02,7.72,4,4
7,39,2,2,3.37,7.32,9.25,7.35,7.91,3,4
7,34,2,3,3.89,7.01,9.48,6.82,7.66,5,4
7,36,2,2,6.05,6.69,9.33,7.07,7.59,4,4
7,31,2,2,6.21,6.66,9.14,6.94,7.58,4,4
7,18,2,3,6.89,7.14,9.21,7.16,7.9,5,5
8,19,3,3,7.05,7.29,9.21,7.29,7.95,5,4
8,18,2,3,0.0,7.4,9.12,7.41,7.41,4,4
8,19,2,3,0.0,7.67,9.26,7.67,7.67,4,4
7,19,2,3,0.0,7.31,9.27,7.31,7.31,4,4
7,18,2,2,0.0,7.18,9.32,7.18,7.18,4,4
8,18,2,3,0.0,7.4,9.23,7.41,7.41,4,4
8,18,2,3,0.0,7.3,9.17,7.3,7.85,5,5
7,20,2,2,6.83,7.15,9.08,7.15,7.15,4,4
7,19,2,2,0.0,6.59,9.32,6.59,7.28,4,4
7,19,2,3,0.0,7.12,9.05,7.12,7.12,4,4
7,18,2,2,6.5,7.1,8.82,7.1,7.1,4,4
7,20,2,3,3.04,7.34,9.37,7.34,7.34,4,4
8,19,2,2,3.61,7.31,9.08,7.31,7.31,4,4
7,20,2,2,0.0,7.15,8.89,7.15,7.15,4,4
7,20,2,2,0.0,6.78,9.14,6.78,7.49,4,4
6,19,2,2,3.22,7.18,9.14,7.18,7.18,4,4
7,37,2,2,6.97,7.05,9.57,7.07,7.63,4,3
7,37,2,2,6.41,6.84,9.09,6.85,7.54,4,4
6,67,2,2,6.55,7.28,11.98,7.28,7.67,4,4
6,33,2,2,6.89,7.37,10.88,6.98,7.58,4,4
6,59,2,2,6.34,6.73,9.41,6.88,7.64,3,4
8,49,0,2,3.95,6.87,9.91,7.46,7.46,4,4
5,31,1,2,6.31,6.93,9.56,6.93,6.93,4,3
5,31,1,1,6.21,6.9,9.08,6.9,6.9,4,3
6,30,2,2,5.81,7.09,9.33,7.09,7.09,4,4
6,28,2,2,6.29,6.46,9.21,6.47,7.18,4,4
6,27,2,2,6.56,6.68,9.16,6.78,7.49,4,3
5,31,1,1,6.04,6.9,9.04,6.9,6.9,4,3
5,29,1,1,6.31,7.0,9.71,7.0,7.0,4,3
4,31,1,0,6.38,6.9,9.0,6.9,6.9,4,3
6,28,2,2,6.48,6.72,9.14,6.81,7.49,4,4
7,26,2,2,5.84,6.9,9.29,6.9,7.54,4,4
7,27,2,2,6.46,6.75,9.42,6.75,7.47,4,3
7,24,2,2,0.0,6.74,9.16,6.74,7.43,4,4
7,25,2,2,6.74,6.89,9.09,6.89,7.52,4,4
7,22,2,2,6.92,7.28,9.27,7.3,7.3,4,4
7,22,2,2,0.0,6.73,9.33,6.73,7.42,4,4
5,51,1,2,6.5,6.76,9.38,6.8,6.8,4,3
5,49,2,2,6.22,6.92,9.07,6.93,6.93,4,3
5,48,2,2,6.63,6.9,9.18,6.92,6.92,3,3
5,48,1,2,6.29,6.95,9.1,6.95,6.95,4,3
5,48,1,1,4.11,6.78,9.7,6.81,6.81,4,3
5,50,1,2,5.8,6.76,9.18,6.78,6.78,3,3
5,53,1,2,4.93,6.78,8.95,6.78,6.78,3,3
5,50,1,2,6.58,6.88,9.25,6.88,6.88,3,3
5,53,1,2,6.51,6.76,8.88,6.76,6.76,3,5
4,53,1,2,5.96,5.96,8.88,6.78,6.78,3,4
8,21,2,3,7.29,7.6,9.25,7.6,7.6,4,4
8,23,2,2,0.0,7.16,9.15,7.16,7.68,4,4
7,25,2,2,7.25,7.42,9.34,7.42,7.42,3,4
7,23,2,2,0.0,7.29,9.08,7.29,7.29,4,4
7,22,2,2,6.48,6.89,9.08,6.9,7.57,4,4
7,23,2,2,0.0,6.76,9.01,6.76,7.46,4,4
8,27,2,2,5.64,6.94,9.69,7.1,7.81,4,4
8,31,2,2,6.01,7.35,9.39,7.37,7.37,4,4
8,24,2,2,7.09,7.33,9.45,7.33,7.8,4,4
7,29,2,2,6.64,6.76,9.64,7.1,7.6,4,4
9,23,2,3,6.97,7.39,9.33,7.42,7.42,4,4
8,30,2,2,6.98,7.11,9.21,7.11,7.65,4,4
6,22,1,2,6.49,6.74,8.4,6.74,6.74,4,4
8,26,1,2,6.82,7.2,9.75,7.2,7.2,4,4
7,22,2,2,0.0,6.74,9.01,6.74,7.56,4,4
7,22,2,2,6.55,7.2,9.04,7.2,7.2,4,4
7,18,2,2,0.0,6.61,9.01,6.61,7.3,4,4
7,19,2,2,0.0,6.85,9.13,6.85,7.49,4,4
