Overall Qual,Overall Cond,Bsmt Full Bath,Full Bath,Half Bath,TotRms AbvGrd,Fireplaces,Garage Cars,Sold Age,Transformed Lot Frontage,Transformed Mas Vnr Area,Transformed BsmtFin SF 1,Transformed Lot Area,Transformed 1st Flr SF,Transformed 2nd Flr SF,Transformed Gr Liv Area,Transformed Screen Porch,MS SubClass_20,MS SubClass_30,MS SubClass_60,MS SubClass_75,MS Zoning_FV,Alley_None,Lot Shape_IR2,Land Contour_HLS,Lot Config_CulDSac,Lot Config_Inside,Land Slope_Mod,Neighborhood_BrDale,Neighborhood_BrkSide,Neighborhood_Crawfor,Neighborhood_GrnHill,Neighborhood_NPkVill,Neighborhood_NoRidge,Neighborhood_NridgHt,Neighborhood_Somerst,Neighborhood_StoneBr,Condition 1_Norm,Condition 1_PosN,Bldg Type_1Fam,House Style_1Story,Roof Style_Hip,Roof Matl_WdShngl,Exterior 1st_BrkFace,Exterior 1st_CemntBd,Exterior 2nd_MetalSd,Mas Vnr Type_None,Mas Vnr Type_Stone,Foundation_Slab,Central Air_N,Garage Type_BuiltIn,Sale Condition_Partial,Exter Qual_encoded,Bsmt Qual_encoded,Heating QC_encoded,Kitchen Qual_encoded,Pool QC_encoded,Bsmt Exposure_encoded,BsmtFin Type 1_encoded,Functional_encoded,Garage Finish_encoded,Fence_encoded
7,5,1,2,1,8,1,2,15,4.68,0.0,6.51,9.23,6.97,6.76,7.56,0.0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,4,4,5,4,0,1,6,7,2,0
8,5,1,2,1,9,1,3,15,4.45,6.22,5.53,9.48,7.13,7.0,7.76,0.0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,4,5,4,0,1,2,7,2,0
8,5,1,2,1,7,1,3,15,4.49,5.2,7.03,9.32,7.25,6.71,7.71,0.0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,4,5,4,0,1,6,7,2,0
7,5,1,2,0,6,1,2,15,3.26,0.0,7.17,8.48,7.31,0.0,7.31,0.0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,4,5,5,4,0,3,6,7,3,0
7,5,0,2,1,3,0,2,15,3.69,0.0,0.0,8.17,6.73,6.73,7.43,0.0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4,4,5,4,0,1,1,7,2,0
7,5,0,2,1,4,0,2,15,3.43,4.8,5.64,8.08,6.4,6.4,7.09,0.0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4,4,5,4,0,3,6,7,2,0
7,5,0,2,1,4,0,2,15,3.43,0.0,0.0,8.07,6.4,6.4,7.09,0.0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,4,4,5,4,0,1,1,7,2,0
7,5,1,2,1,4,0,2,15,3.22,0.0,5.91,7.84,6.4,6.4,7.09,0.0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,4,4,5,4,0,1,6,7,2,0
6,5,1,2,1,4,0,2,15,3.22,5.38,5.93,7.84,6.4,6.46,7.12,0.0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,5,4,0,1,6,7,2,0
7,5,1,2,1,7,1,2,15,4.19,6.07,6.36,8.39,7.3,0.0,7.3,0.0,1,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,1,0,1,0,0,0,1,5,5,5,4,0,3,6,7,3,0
6,5,0,2,1,5,0,2,15,4.19,5.38,5.94,7.66,6.65,6.69,7.36,0.0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4,4,5,4,0,1,6,7,1,0
6,5,1,2,1,5,0,2,15,4.42,7.06,6.15,8.0,6.63,6.63,7.32,0.0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4,4,5,4,0,1,6,7,1,0
7,5,1,2,1,6,0,2,15,3.22,0.0,6.41,7.85,6.55,6.58,7.26,0.0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,4,4,5,4,0,1,5,7,1,0
7,5,0,2,1,4,0,2,15,3.58,0.0,5.5,7.78,6.27,6.31,6.99,0.0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4,4,5,4,0,1,6,7,2,0
8,5,1,1,1,6,1,3,15,4.06,0.0,6.94,9.46,7.26,0.0,7.26,0.0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,1,0,1,0,0,0,0,1,4,5,5,4,0,1,6,7,2,0
8,5,1,2,1,7,1,2,15,4.23,0.0,6.18,8.91,6.88,6.77,7.52,0.0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,4,4,5,4,0,1,6,7,2,0
8,5,1,1,0,3,1,2,15,3.43,0.0,6.59,8.39,6.67,0.0,6.67,0.0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,4,4,3,4,0,4,6,7,3,0
8,6,1,1,0,4,1,2,15,3.71,0.0,6.96,8.26,7.11,0.0,7.11,0.0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,4,4,3,4,0,4,6,7,3,0
6,8,0,2,1,6,0,2,15,3.75,5.67,6.28,9.51,6.59,6.63,7.3,0.0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,3,5,4,0,1,6,7,2,0
7,5,1,2,0,6,1,2,15,4.39,0.0,6.73,8.99,7.31,0.0,7.31,0.0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,4,4,5,4,0,1,6,7,2,0
6,6,1,2,0,8,0,2,15,4.39,4.8,6.23,9.26,7.51,0.0,7.51,0.0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,3,3,4,3,0,1,6,7,2,0
6,5,1,2,1,9,1,2,15,4.39,0.0,7.04,9.29,7.16,7.1,7.82,0.0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,3,4,5,4,0,2,6,7,1,0
6,7,1,2,0,6,2,2,15,4.39,3.37,7.09,9.27,7.38,0.0,7.38,0.0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,3,3,4,4,0,2,5,7,2,0
6,5,0,3,0,7,1,2,15,4.39,0.0,6.53,9.84,7.16,6.41,7.55,0.0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,3,4,3,3,0,2,5,7,2,0
7,5,0,2,1,7,1,2,15,4.39,3.76,5.98,9.25,6.89,6.6,7.45,0.0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,4,3,3,0,1,6,7,1,3
6,7,1,1,1,5,1,2,15,4.37,0.0,6.89,9.14,7.23,0.0,7.23,0.0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,1,0,0,0,0,0,3,3,3,4,0,1,5,7,2,0
6,6,0,1,2,7,0,2,15,4.39,0.0,5.8,9.17,6.84,6.57,7.41,0.0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,3,3,3,3,0,1,5,7,2,2
5,5,1,1,1,6,0,2,15,4.39,5.15,6.55,9.17,7.12,0.0,7.12,0.0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,3,3,3,3,0,1,3,7,2,0
6,5,1,1,1,6,2,2,15,4.39,6.11,6.35,9.19,7.19,0.0,7.19,0.0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,3,3,3,3,0,1,5,7,1,0
4,5,1,1,1,6,0,0,15,4.36,0.0,6.35,9.14,7.11,0.0,7.11,0.0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,3,3,2,3,0,1,5,7,0,0
5,5,1,1,0,6,0,2,15,4.51,0.0,6.97,9.2,7.1,0.0,7.1,0.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,1,0,0,0,0,0,3,4,4,3,0,1,4,7,2,0
5,6,1,2,0,6,0,2,15,4.49,5.59,6.92,9.18,7.32,0.0,7.32,5.32,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,3,3,5,4,0,1,4,7,2,4
6,5,0,2,0,8,0,2,15,4.29,0.0,0.0,9.27,7.03,6.47,7.48,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,3,3,3,3,0,1,1,7,1,0
5,7,1,1,0,6,1,2,15,4.39,4.47,6.92,9.55,7.05,0.0,7.05,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,3,3,3,3,0,3,6,7,2,0
6,7,1,1,0,6,0,2,15,4.39,5.06,6.64,9.08,6.96,0.0,6.96,0.0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,3,3,5,4,0,4,6,7,2,3
5,6,2,2,0,10,0,0,15,4.6,4.98,7.31,9.49,7.46,0.0,7.46,0.0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,3,3,3,3,0,1,4,7,0,0
5,6,1,1,0,5,0,1,15,4.23,0.0,3.91,9.18,6.98,0.0,6.98,0.0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,1,1,0,0,0,0,0,3,3,4,4,0,2,6,7,1,0
5,7,0,2,0,7,2,2,15,4.23,5.58,6.51,9.18,7.57,6.28,7.81,0.0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,4,3,4,3,0,1,2,5,1,2
6,6,0,2,0,6,1,2,15,4.8,5.83,5.71,9.76,6.93,6.29,7.35,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,3,3,3,3,0,1,3,7,1,0
5,7,1,1,0,4,0,0,15,3.93,0.0,6.55,8.88,6.76,0.0,6.76,0.0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,3,3,4,3,0,4,4,7,0,0
3,2,0,1,0,6,0,0,15,4.03,0.0,0.0,8.59,7.18,0.0,7.18,0.0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,3,3,5,2,0,1,1,4,0,2
5,5,1,1,0,6,0,1,15,4.39,4.71,5.87,9.2,6.97,0.0,6.97,0.0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,3,3,3,3,0,1,3,7,2,3
6,6,1,1,0,7,2,1,15,4.39,5.11,6.51,9.17,7.33,0.0,7.33,0.0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,3,5,3,0,3,4,7,2,0
5,6,0,1,0,7,1,1,15,4.37,5.3,6.29,8.96,7.15,0.0,7.15,0.0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,3,3,4,3,0,1,2,7,3,0
6,8,1,1,0,5,1,1,15,4.33,5.38,6.85,9.34,7.03,0.0,7.03,0.0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,3,4,4,0,4,6,7,1,0
5,5,0,2,0,12,0,2,15,4.39,5.89,6.1,9.36,7.01,7.06,7.73,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,3,3,3,0,1,3,7,1,0
7,5,1,2,0,7,1,2,15,4.29,5.66,6.82,9.9,7.7,0.0,7.7,0.0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,3,4,3,3,0,4,6,6,2,0
6,6,0,2,1,6,1,2,15,4.93,0.0,5.51,9.71,7.54,0.0,7.54,0.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,4,3,5,4,0,1,5,4,3,0
5,5,0,2,0,8,0,2,15,4.26,0.0,0.0,9.02,7.38,0.0,7.38,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,3,3,3,3,0,1,1,7,1,0
7,5,1,2,0,7,0,2,15,4.26,6.23,7.08,9.01,7.3,0.0,7.3,0.0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,4,4,5,4,0,1,6,7,2,3
5,5,1,1,0,6,0,1,15,4.29,5.02,6.75,8.99,7.04,0.0,7.04,0.0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,1,0,0,0,0,0,0,3,3,3,3,0,1,4,7,2,4
5,5,0,1,1,6,1,2,15,4.26,0.0,6.93,9.26,7.44,0.0,7.44,0.0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,1,0,0,1,0,0,0,0,0,3,3,4,4,0,1,3,7,2,0
5,6,1,1,0,5,0,1,15,4.26,0.0,6.83,9.04,7.18,0.0,7.18,0.0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,1,0,0,0,0,0,3,3,3,3,0,1,3,7,2,0
6,6,1,1,0,6,0,1,15,4.3,5.4,0.0,9.08,7.09,0.0,7.09,0.0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,1,0,0,0,0,0,0,3,3,3,3,0,1,1,7,2,0
5,5,1,1,0,6,0,2,15,4.29,5.2,6.91,9.41,7.08,0.0,7.08,0.0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,3,3,2,3,0,1,3,7,2,3
5,5,1,1,0,6,2,2,15,4.3,5.78,6.55,9.14,7.14,0.0,7.14,4.97,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,0,1,3,7,1,0
5,5,0,1,0,6,0,1,15,4.48,4.52,6.84,9.28,7.1,0.0,7.1,0.0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,1,0,0,0,0,0,0,3,3,2,3,0,1,3,7,2,0
6,5,1,1,1,6,2,2,15,4.39,6.07,6.6,9.21,7.37,0.0,7.37,5.08,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,3,3,5,3,0,1,3,7,1,2
4,5,0,1,0,5,0,1,15,4.11,0.0,0.0,9.03,6.73,6.23,7.2,0.0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,3,3,3,3,0,1,1,7,1,0
5,7,0,1,0,4,0,1,15,4.11,0.0,5.83,9.3,6.97,0.0,6.97,0.0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,3,3,3,2,0,1,4,7,1,0
5,6,0,1,0,5,0,1,15,4.79,0.0,6.48,9.3,6.88,0.0,6.88,0.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,1,0,0,0,0,0,3,3,3,3,0,1,3,7,1,2
5,5,1,1,0,5,0,1,15,4.26,0.0,6.28,9.52,6.9,0.0,6.9,0.0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,3,3,3,3,0,3,3,7,1,0
5,7,1,1,0,5,0,1,15,4.23,0.0,6.6,8.98,6.96,0.0,6.96,0.0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,3,3,3,4,0,1,6,7,1,0
4,7,0,1,0,4,0,2,15,4.19,0.0,0.0,8.97,6.89,0.0,6.89,0.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,1,0,0,0,0,0,3,3,4,3,0,1,1,7,1,0
5,7,0,1,0,5,1,1,15,4.11,0.0,0.0,8.88,6.72,0.0,6.72,0.0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,1,0,0,0,3,0,5,3,0,0,0,4,1,0
5,7,1,1,0,6,0,2,15,4.45,4.65,5.77,9.23,6.99,0.0,6.99,0.0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,3,3,4,3,0,1,5,7,1,2
5,7,1,1,0,4,0,1,15,4.32,0.0,5.52,8.68,6.84,0.0,6.84,5.08,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,1,0,0,0,0,0,3,3,5,3,0,1,4,7,3,0
6,5,0,1,0,6,1,1,15,4.37,0.0,0.0,9.77,6.82,6.3,7.29,0.0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,3,3,3,3,0,1,1,7,1,0
6,5,2,0,0,4,0,2,15,4.17,0.0,6.96,8.85,6.96,0.0,6.96,0.0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,3,4,3,0,1,6,7,1,4
5,7,1,1,0,7,1,2,15,4.39,0.0,4.29,9.19,7.16,0.0,7.16,5.21,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,3,3,5,4,0,1,5,7,3,0
7,7,0,2,1,11,1,2,15,4.57,5.71,0.0,9.33,7.55,6.99,8.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,4,4,5,4,0,1,1,7,3,0
6,8,1,1,0,5,0,1,15,4.11,0.0,6.18,9.0,6.71,6.01,7.11,0.0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,3,3,3,3,0,1,5,7,1,2
5,7,1,1,1,6,0,1,15,4.33,0.0,5.83,8.92,7.13,0.0,7.13,0.0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,1,0,0,1,0,0,0,0,0,3,3,5,4,0,1,2,7,2,4
5,4,0,2,0,6,0,2,15,4.28,0.0,6.23,9.05,6.81,6.17,7.23,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,3,3,2,3,0,1,3,7,1,3
5,7,0,1,0,5,0,2,15,4.11,0.0,5.46,8.88,6.8,0.0,6.8,0.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,3,3,3,4,0,2,4,7,1,0
6,6,0,1,1,5,0,2,15,4.48,5.57,0.0,9.21,7.02,0.0,7.02,5.96,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,3,3,3,3,0,1,1,7,1,0
5,6,0,1,1,6,0,2,15,4.41,0.0,6.38,8.94,7.07,0.0,7.07,0.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,1,0,0,0,0,0,3,3,5,3,0,1,3,7,2,0
6,7,1,1,0,7,1,2,15,4.39,5.39,6.58,9.19,7.24,0.0,7.24,5.48,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,3,3,3,3,0,4,4,6,2,0
6,5,0,1,1,7,1,2,15,4.26,5.86,0.0,8.95,6.96,6.67,7.52,0.0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,3,3,3,3,0,1,1,7,1,0
4,5,1,1,0,9,2,1,15,4.11,6.65,3.89,8.48,7.05,6.53,7.52,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,3,3,3,3,0,1,5,5,1,0
4,7,0,1,0,7,0,0,15,4.03,0.0,0.0,9.08,6.68,5.86,7.04,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,3,3,4,3,0,1,1,5,0,0
5,7,1,1,0,5,1,0,15,4.04,0.0,6.36,8.41,6.84,0.0,6.84,0.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,3,3,3,3,0,1,4,7,0,3
5,6,0,1,0,5,1,2,15,4.04,0.0,0.0,9.1,6.94,0.0,6.94,0.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,3,3,4,3,0,1,1,7,1,0
5,7,1,1,0,6,0,2,15,4.25,0.0,5.62,8.67,7.21,0.0,7.21,0.0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,1,1,0,0,0,0,0,3,3,4,4,0,2,4,7,1,0
3,6,0,2,0,8,0,1,15,4.11,0.0,0.0,8.66,6.73,6.64,7.38,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,4,2,4,3,0,1,1,7,1,0
4,6,0,1,0,4,0,1,15,3.87,0.0,0.0,8.44,6.62,0.0,6.62,0.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,3,3,3,3,0,1,1,7,1,0
5,7,1,1,0,4,2,1,15,4.11,5.69,6.24,8.88,6.69,0.0,6.69,0.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,1,0,0,0,0,3,3,3,4,0,1,4,7,1,3
5,7,1,1,0,6,0,2,15,3.93,0.0,5.46,8.61,6.83,0.0,7.18,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,3,3,3,3,0,1,2,7,1,0
6,7,0,1,0,6,0,1,15,3.93,0.0,0.0,8.84,6.72,6.05,7.13,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,3,4,4,2,0,1,1,7,1,0
5,7,0,1,0,7,1,1,15,4.25,0.0,6.66,9.38,6.94,6.41,7.4,0.0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,3,3,5,4,0,1,4,7,1,0
5,6,0,1,0,6,0,1,15,4.11,0.0,5.18,9.02,6.97,5.23,7.13,0.0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,3,3,3,3,0,1,3,7,1,0
2,2,0,1,0,5,1,2,15,4.23,0.0,0.0,9.18,6.73,0.0,6.73,0.0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,1,0,0,3,2,3,3,0,1,1,7,1,0
6,8,0,1,0,5,0,2,15,4.11,0.0,0.0,9.05,6.58,0.0,6.58,0.0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,3,3,4,3,0,1,1,7,1,0
8,9,0,2,0,7,0,1,15,4.11,0.0,0.0,9.17,6.84,6.46,7.36,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,4,3,3,4,0,1,1,7,1,0
5,6,1,2,0,7,0,1,15,4.11,0.0,6.53,9.29,6.87,6.53,7.41,0.0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,3,2,3,3,0,1,2,7,1,0
